日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分,JCN,法人番号,住所,法人名,法人名(カナ),更新日時,企業ホームページ,事業概要,従業員数,代表者名,特許情報
20230929,2207,名糖産業,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2,5180001027409,5180001027409,愛知県名古屋市西区笹塚町２丁目４１番地,名糖産業株式会社,めいとうさんぎょう,2018-07-18T00:00:00+09:00,,,511,代表取締役社長　　三　矢　益　夫,商標 14件（MEITO / §m∞s / ウォーターメイト / meito いちごボール / Stick\Mate\スティックメイト 他）
20230929,2208,ブルボン,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-,6110001017563,6110001017563,新潟県柏崎市駅前１丁目３番１号,株式会社ブルボン,ぶるぼん,2022-04-11T00:00:00+09:00,http://www.bourbon.co.jp,ビスケット、小麦粉せんべい、豆菓子、キャンデー、デザート、米菓、スナック、珍味、チョコレート、チューインガム、ミネラルウォーター、コーヒー、ココア飲料、その他清涼飲料、粉末ココア、米・酒類（通販のみ）、冷菓、マスクなどの製造販売,4738,代表取締役社長　吉田　康,特許 5件（尿路結石症の治療または予防のための赤米糠 / 高糖質ゼリー飲料の製造方法 / 高アミロース米飯食品製造方法 / スライス状チョコレート / 便通改善剤の製造方法および便秘改善剤 他） 意匠 1件（オープナー） 商標 63件（ホワイチャ / ダブッチャ / プチクマ / ルーベラ / ホワイトロリータ 他）
20230929,2209,井村屋グループ,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2,5190001000125,5190001000125,三重県津市高茶屋７丁目１番１号,井村屋グループ株式会社,いむらやぐるーぷ,2018-05-01T00:00:00+09:00,https://www.imuraya-group.com/csr/respect/support/,グループ経営の立案、資産の維持管理、投資活動,80,代表取締役社長(COO)　大 西 安 樹,特許 11件（乾燥あんの製造方法 / 漉し餡食品の製造方法 / 乾燥あんの製法 / 味噌様小豆発酵物の製造方法 / 小豆食品の製造方法 他） 意匠 3件（冷菓 / 餅入りアイス最中 / 容器付冷菓） 商標 42件（福和蔵なつざけ / 福和蔵ふゆざけ / 福和蔵はるざけ / 福和蔵あきざけ / 井村屋おとづれ 他）
20230929,2211,不二家,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2,3010001034910,3010001034910,東京都文京区大塚２丁目１５番６号,株式会社不二家,ふじや,2021-10-12T00:00:00+09:00,http://www.fujiya-peko.co.jp/,"菓子・食品・アイスクリームなどの製造卸売
洋菓子販売チェーン店・喫茶及び飲食店の経営
不動産事業　他",4919,代表取締役社長　　河　村　宣　行,商標 73件（§● 不二家チョコチップクッキー ●\カントリーマアム∞COUNTRY MA'AM / §POP CANDY∞ポップ∞キャンディ / §F / チョコまみれ\ぬぅ〜〜 〜〜〜ん∞なんてったって∞チョコ量2倍!\※ / §Re.不二家の日?\8.22 他）
20230929,2212,山崎製パン,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400,4010001008806,4010001008806,東京都千代田区岩本町３丁目１０番１号,山崎製パン株式会社,やまざきせいぱん,2018-04-24T00:00:00+09:00,,パン・和洋菓子の製造及び販売,40379,代表取締役社長    飯  島  延  浩,特許 3件（棒状食材の供給方法及び棒状食材の供給装置 / 包装シート及び包装体 / 環状形ベイカリイ製品の連続的な製造方法と、ベイカリイ生地供給装置、及びベイカリイ製品） 意匠 3件（運搬用容器 / 包装用箱 / 包装用容器） 商標 721件（さあ、いま、キミと!ランチパック / 一発必中 / PLANT\BASED\植物由来 / ブレイクピーナッツ / 鬼チョコ 他）
20230929,2215,第一屋製パン,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2,8012701009955,8012701009955,東京都小平市小川東町３丁目６番１号,第一屋製パン株式会社,だいいちやせいぱん,2018-05-28T00:00:00+09:00,http://www.daiichipan.co.jp/,パン・和洋菓子等の製造販売,1551,代表取締役社長　　　細　貝　正　統,商標 14件（デコキャラ / §KPB / §K P B\顔パン部 / eminiモグモグプロジェクト\eminiモグモグPROJECT / eminiモグモグサロン\eminiモグモグSALON 他）
20230929,2216,カンロ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-,9011201001240,9011201001240,東京都新宿区西新宿３丁目２０番２号,カンロ株式会社,かんろ,2018-07-23T00:00:00+09:00,https://www.kanro.co.jp/,菓子、食品製造販売,747,代表取締役社長　　村　田　哲　也,特許 3件（グミキャンディセット / とろみを有するキャンディの製造方法 / グミキャンディ成型用のスターチ押し型およびグミキャンディの製造方法） 意匠 2件（包装用袋 / 菓子） 商標 135件（青空ソーダ / 夕焼けオレンジ / 夜明けグレープ / 味のしない?ガム / 味のしない?飴 他）
20230929,2217,モロゾフ,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2,2140001002665,2140001002665,兵庫県神戸市東灘区御影本町６丁目１１番１９号,モロゾフ株式会社,もろぞふ,2018-05-07T00:00:00+09:00,http://www.morozoff.co.jp/,"洋菓子製造・販売事業
喫茶・レストラン事業",1585,代表取締役社長　　山口　信二,商標 76件（ショコラな猫\Chocolat na Neko / §BOUCHEE\MOON\EnJOY DELICIOUS SWEETS\FOR YOUR OWn REWARD TImE / §CHOCOLAT∞GALLERY∞CG / STORYBOOK\ストーリーブック / キツネとレモン 他）
20230929,2220,亀田製菓,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1,4110001006378,4110001006378,新潟県新潟市江南区亀田工業団地３丁目１番１号,亀田製菓株式会社,かめだせいか,2018-06-28T00:00:00+09:00,http://www.kamedaseika.co.jp/,菓子の製造販売,2146,代表取締役社長 COO　　髙　木　　政　紀,特許 8件（大豆タンパク質含有生地、大豆タンパク質含有食品、及びそれらの製造方法 / 植物性乳酸菌を含むスキンケア剤 / ペプチド、組成物及び気分障害を治療、予防、又は改善する方法 / 乾燥米飯の新規製法及び乾燥米飯 / GLP-1分泌促進用組成物、及び該組成物の製造方法 他）  商標 218件（パウダアアア / パウダーキャッチ製法 / オニオニオニオン / おいしさあわせわざ / ねりうま 他）
20230929,2221,岩塚製菓,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-,5110001023736,5110001023736,新潟県長岡市飯塚２９５８番地,岩塚製菓株式会社,いわつかせいか,2021-03-04T00:00:00+09:00,,,865,代表取締役会長　CEO　　槇　春夫,商標 26件（てんじんだにまい\天神谷米 / 米技心 / 素材ごこち / 素材の香 / ベイカラボ\BEIKA Lab 他）
20230929,2222,寿スピリッツ,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1,1270001003263,1270001003263,鳥取県米子市旗ヶ崎２０２８番地,寿スピリッツ株式会社,ことぶきすぴりっつ,2018-07-10T00:00:00+09:00,,,7,代表取締役社長　　河越　誠剛,特許 1件（フラボノイド化合物、フラボノイド化合物の製造方法およびHMG-CoA還元酵素阻害剤）  商標 25件（Ogura toast langue de chat\Ogura toast\langue de chat\∞名古屋 / 白桃とチーズの\おかやまラング / チーズぱり / Strawberry Frigga / Strawberry∞Frigga\-TOCHIGI- 他）
20230929,2224,コモ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-,1180001075799,1180001075799,愛知県小牧市大字村中字下之坪５０５番地の１,株式会社コモ,こも,2018-07-18T00:00:00+09:00,,,185,代表取締役社長　　木下　克己,特許 1件（缶詰めパンの製造方法）
20230929,2226,湖池屋,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-,9011401005578,9011401005578,東京都板橋区成増５丁目９番７号,株式会社湖池屋,こいけや,2018-10-11T00:00:00+09:00,https://koike-ya.com,菓子の製造販売,1260,代表取締役会長　　小池　孝,特許 1件（免疫機能向上用食品組成物） 意匠 1件（包装用袋） 商標 196件（あずま美人 / ガチ濃厚ピザ / 神業食感 / 金のコンソメ / §すっぱ\ムーチョ 他）
20230929,2229,カルビー,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400,8010001133757,8010001133757,東京都千代田区丸の内１丁目８番３号,カルビー株式会社,かるびー,2023-01-20T00:00:00+09:00,https://www.calbee.co.jp/sustainability/human-resources/diversity.php,菓子・食品の製造・販売,3673,代表取締役社長兼CEO　　江　原　　　信,特許 1件（個別の商品の開封履歴を記録する方法、プログラム及びシステム）  商標 546件（無限ポテトチップス\MUGEN POTATO CHIPS / 健康診断 / 一人娘 / Calbee / じゃがポックル 他）
20230929,2235,上場インデックスファンド米国株式（ダウ平均）為替ヘッジなし,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2236,グローバルＸ　Ｓ＆Ｐ５００配当貴族ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2237,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００レバレッジ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2238,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００インバース,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2239,上場インデックスファンドＳ＆Ｐ５００先物レバレッジ２倍,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2240,上場インデックスファンドＳ＆Ｐ５００先物インバース,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2241,ＭＡＸＩＳ　ＮＹダウ上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2242,ＭＡＸＩＳ　ＮＹダウ上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2243,グローバルＸ　半導体　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2244,グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2245,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・ドイツ国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2246,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・フランス国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2247,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2248,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2249,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００ダブルインバース,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2250,ｉシェアーズ　ＭＳＣＩ　ジャパン気候変動アクション　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2251,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ国債先物ダブルインバース指数連動型上場投信,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2252,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　米国中小型　Ｍｏａｔ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2253,グローバルＸ　スーパーディビィデンド－ＵＳ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2254,グローバルＸ　チャイナＥＶ＆バッテリー　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,,,,,,,,,,,
20230929,2264,森永乳業,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400,8010401029662,8010401029662,東京都港区芝５丁目３３番１号,森永乳業株式会社,もりながにゅうぎょう,2018-07-19T00:00:00+09:00,https://www.morinagamilk.co.jp/csr/sr/,牛乳、乳製品、アイスクリーム、飲料その他の食品等の製造、販売,3850,取締役社長　　大　貫　陽　一,特許 172件（栄養組成物 / 電解セル、及び電解水生成装置 / 認知機能改善剤、認知機能維持剤、海馬機能改善剤及び海馬機能維持剤 / 組成物 / 学童期の記憶能向上のための乳幼児用組成物 他） 意匠 1件（電解水生成機） 商標 1139件（おいしく記憶対策 / おいしい記憶対策 / Pineapple / §ありがとう 20th Anniv.∞MOW∞モウ / あたりまえの「おいしい」はやさしさでした 他）
20230929,2266,六甲バター,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2,6140001011869,6140001011869,兵庫県神戸市中央区坂口通１丁目３番１３号,六甲バター株式会社,ろっこうばたー,2018-04-13T00:00:00+09:00,http://www.qbb.co.jp/,プロセスチーズの製造及び販売,767,代表取締役社長兼CEO　　塚本　浩康,商標 13件（PLANT\MADE / P‐CHEESE / コバラヘリーノズ / §Q・B・B\Q食\キューショク / ふぉんじゅ亭 他）
20230929,2267,ヤクルト本社,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400,7010401029746,7010401029746,東京都港区海岸１丁目１０番３０号,株式会社ヤクルト本社,やくるとほんしゃ,2020-04-06T00:00:00+09:00,,乳製品、食品、化粧品、医薬品などの製造および販売等,2940,代表取締役社長　　成　田　　裕,特許 52件（低脂肪発酵食品およびその製造方法 / 多段式ストロー、ストロー包装体、および容器入り飲料 / 安定化した高内相W/O型乳化組成物及びこれを利用した化粧料 / 治具 / イリノテカンを含む抗がん剤療法の感受性判定マーカー 他） 意匠 11件（包装用袋 / 包装用容器 / 包装用缶 / 包装紙 / 包装用枠 他） 商標 326件（Pekult\ペクルト / Your Dearest\ユアディアレスト / LiLFA\リルファ / Pet Follow\ペットフォロー / Yakult Pet's\ヤクルトペッツ 他）
20230929,2268,Ｂ－Ｒ　サーティワン　アイスクリーム,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-,8010701008226,8010701008226,東京都品川区上大崎３丁目１番１号,Ｂ－Ｒサーティワンアイスクリーム株式会社,びーあーるさーてぃわんあいすくりーむ,2018-04-27T00:00:00+09:00,http://www.31ice.co.jp/,アイスクリーム等製造販売,432,代表取締役会長 兼 社長 ＣＥＯ　　ジョン・キム,
20230929,2269,明治ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400,9010001123947,9010001123947,東京都中央区京橋２丁目４番１６号,明治ホールディングス株式会社,めいじほーるでぃんぐす,2018-04-20T00:00:00+09:00,,,17290,代表取締役 社長 CEO　川村　和夫　,商標 150件（めいじみずねり\明治瑞練 / meiji\みずねり / 明治吸収サポート / meiji\練り切りガナッシュ / meiji\水練り製法 他）
20230929,2270,雪印メグミルク,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1,8430001041570,8430001041570,北海道札幌市東区苗穂町６丁目１番１号,雪印メグミルク株式会社,ゆきじるしめぐみるく,2018-05-30T00:00:00+09:00,http://www.meg-snow.com/,牛乳および乳製品の製造・販売,4500,代表取締役社長  佐藤  雅俊,特許 116件（睡眠促進用組成物及び組成物を含む食品、医薬品、飼料 / 記憶・学習能維持および/または向上用組成物及び組成物を含む食品、医薬品、飼料 / カートン / 口中挙動の評価方法 / ハードカプセル及びその製造方法 他） 意匠 1件（包装用容器） 商標 549件（§愛チ〜ズ! / 葡萄の雫 / マイパティスリー / §meltoro\メルトロ / ゴク飲み 他）
20230929,2281,プリマハム,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1,6010701008888,6010701008888,東京都品川区東大井３丁目１７番４号,プリマハム株式会社,ぷりまはむ,2018-07-20T00:00:00+09:00,,ハム・ソーセージ、食肉及び加工食品の製造・販売,2069,代表取締役社長社長執行役員　　千　葉　尚　登,特許 29件（インジェクター / 鶏皮折畳装置及び鶏皮串刺装置 / 乾燥食肉製品及びその製造方法 / イムノクロマト法によるアレルゲンの検出方法及びそのキット / スライス体の物性評価方法 他） 意匠 3件（包装用容器 / 成形鶏肉 / チルド食品包装用仕切り材用板紙） 商標 167件（§プリマのエコ\eco / 絶品楽食 / のっけ\NOKKE / Meister Valley / READY\TO HEAT 他）
20230929,2282,日本ハム,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400,6120001077615,6120001077615,大阪府大阪市北区梅田２丁目４番９号,日本ハム株式会社,にっぽんはむ,2018-04-26T00:00:00+09:00,http://www.nipponham.co.jp,食肉加工品(ハム、ソーセージ等)及び調理食品(レトルト食品、惣菜食品等)の製造、販売ならびに食肉の処理・販売,2160,代表取締役社長　　井　川　伸　久,特許 18件（代替肉製品 / 高重合度メタリン酸塩を用いた、畜肉臭矯臭剤、食肉組成物、畜肉矯臭方法および食肉製品の製造方法。 / 雌豚用発情判定装置、雌豚の発情判定方法および雌豚の発情判定プログラム / 具材を卵で被覆してなる食品の調理方法およびそのための製品 / コーティング剤が塗布された食肉製品等 他） 意匠 8件（加工肉製品入り包装用袋 / 移動補助材 / 建具用パッキン / 包装用容器 / アッセイ装置 他） 商標 235件（愛輝 / 日本ハム株式会社\本格派 / §もう\切って\ますよ! / 朝霧高原 山本さんちの白糸ポーク / 菜咲牛\ナサキギュウ 他）
20230929,2286,林兼産業,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2,8250001006179,8250001006179,山口県下関市大和町２丁目４番８号,林兼産業株式会社,はやしかねさんぎょう,2018-07-04T00:00:00+09:00,,,626,取締役社長　中部　哲二,特許 13件（顕微授精用液体組成物、未受精卵、受精卵及び胚賦活用液体組成物、それらを用いた顕微授精方法並びに未受精卵、受精卵及び胚の賦活方法 / 発毛促進、脱毛防止又はキューティクル改善用組成物及び創傷治癒剤 / クロマグロ仔魚用飼料 / 線維芽細胞増殖促進剤及び線維芽細胞におけるエラスチン産生促進剤 / アディポネクチン分泌促進剤、脂肪前駆細胞分化促進剤並びにそれらを含む医薬組成物、食品及び飼料 他）  商標 14件（やわらくマルシェ / SO∞H∞CHAN / §H / 林兼産業 / Hayashikane 他）
20230929,2288,丸大食品,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2,3120901012046,3120901012046,大阪府高槻市緑町２１番３号,丸大食品株式会社,まるだいしょくひん,2018-07-12T00:00:00+09:00,http://www.marudai.jp/,ハム・ソーセージ・ベーコンなどの食肉加工品、惣菜食品、調理加工食品、食肉製品、水産加工品など総合食料品の製造および販売,1681,代表取締役社長　佐　藤　勇　二,特許 11件（食肉製品製造方法 / プラズマローゲン含有組成物 / 冷凍餃子製造方法 / 焼き餃子及びその製造方法 / 食肉保存方法 他）  商標 157件（§m∞丸大食品\旨味とろけるカレー / §ささっと\旨麺 / with me / おうちde旅する / Cafelf 他）
20230929,2291,福留ハム,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-,6240001010290,6240001010290,広島県広島市西区草津港２丁目６番７５号,福留ハム株式会社,ふくとめはむ,2022-01-12T00:00:00+09:00,http://www.fukutome.com,（1）食肉の販売（2）食肉の加工製造及び販売（3）冷凍食品の加工製造及び販売（4）調理食品の加工製造及び販売（5）飲食店の経営（6）食肉惣菜小売店の経営,659,代表取締役社長　　福　原　治　彦,商標 2件（金の匠 / 昴）
20230929,2292,Ｓ　Ｆｏｏｄｓ,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1,6140001069164,6140001069164,兵庫県西宮市鳴尾浜１丁目２２番１３,エスフーズ株式会社,えすふーず,2019-05-30T00:00:00+09:00,http://www.sfoods.co.jp/,食肉等の製造・卸売事業、小売事業、外食事業,1085,代表取締役社長　村　上　真　之　助,商標 26件（エスフーズ\薩摩の黒 / 黒翡翠∞和種∞BLACK JADE BEEF / King Ponga Beef\キングポンガビーフ / §WAGYu\GRAN / 白雪豚 他）
20230929,2293,滝沢ハム,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-,4060001017356,4060001017356,栃木県栃木市泉川町５５６番地,滝沢ハム株式会社,たきざわはむ,2022-10-20T00:00:00+09:00,http://www.takizawaham.co.jp/,食肉及び食肉加工品の製造・販売,736,代表取締役社長　　瀧　澤　太　郎,商標 7件（Th∞Takizawa ham\真空低温調理製法 / グランミール / オリーブポーク∞三元豚 / ￠シェーファー\Schafer / LECKER WALD\レッケルバルト 他）
20230929,2294,柿安本店,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2,7190001012102,7190001012102,三重県桑名市吉之丸８番地,株式会社柿安本店,かきやすほんてん,2018-07-02T00:00:00+09:00,http://www.kakiyasuhonten.co.jp/,惣菜、精肉、レストラン、食品、和菓子からなる5つの事業で「食の喜び」をお届けする総合食品企業　【惣菜】柿安ダイニング（洋惣菜）、上海デリ（中華惣菜）、柿安牛めし（和弁当）、おかずや柿安（路面惣菜店）他　【精肉】松阪牛・柿安牛および黒毛和牛の加工・販売、他　【レストラン】三尺三寸箸（ビュッフェレストラン）、柿安（しゃぶしゃぶ、日本料理）他　【食品】しぐれ煮の製造・販売　【和菓子】柿次郎・口福堂,3484,代表取締役社長　　赤塚　保正,商標 24件（柿安本店 / 柿安 / §KAKIYASU / 口福堂のおやつあんぱん / §CHAIR\MEYER\シャルマイヤ∞柿安ハム\since 1871 他）
20230929,2296,伊藤ハム米久ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1,6011001110293,6011001110293,東京都目黒区三田１丁目６番２１号,伊藤ハム米久ホールディングス株式会社,いとうはむよねきゅうほーるでぃんぐす,2018-05-22T00:00:00+09:00,https://www.itoham-yonekyu-holdings.com/,食肉加工品の製造及び販売、食肉の加工及び販売、調理加工食品、惣菜類の製造及び販売などを行うグループ内 傘下子会社の経営管理及びこれに付帯する一切の業務,240,代表取締役社長　　宮下　功,特許 3件（食肉加工品のマスキング剤及びマスキング方法 / 加熱食肉製品の製造方法 / 熟成風味を有する豚肉加工食品の製造方法）  商標 5件（超麦豚 / 超麦 / オレイックポーク / Oleic pork / 伊藤ハム米久ホールディングス 他）
20230929,2300,きょくとう,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-,7290001012793,7290001012793,福岡県福岡市博多区金の隈１丁目２８番５３号,株式会社きょくとう,きょくとう,2018-05-29T00:00:00+09:00,,,316,代表取締役会長兼社長　　牧　平　年　廣,商標 7件（Clap\SIMPLE CLEANING / PORTERS\DELIVERY CLEANING / kyokuto / §Coins\コインズ∞kyokuto / §EMウォッシュ∞ネオセブン∞NEO7 他）
20230929,2301,学情,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2,3120001047728,3120001047728,東京都千代田区有楽町１丁目１番３号,株式会社学情,がくじょう,2022-02-03T00:00:00+09:00,,,276,代表取締役社長　　中井　大志,
20230929,2303,ドーン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-,9140001018622,9140001018622,兵庫県神戸市中央区磯上通２丁目２番２１号三宮グランドビル５Ｆ,株式会社ドーン,どーん,2018-08-20T00:00:00+09:00,,,61,代表取締役社長　　宮　崎　正　伸,特許 1件（緊急通報管理装置）  商標 2件（Live110 / Live119）
20230929,2304,ＣＳＳホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-,2010001072812,2010001072812,東京都中央区日本橋小伝馬町１０番１号,株式会社ＣＳＳホールディングス,しーえすえすほーるでぃんぐす,2019-01-16T00:00:00+09:00,,,3,代表取締役社長　水野　克裕,商標 1件（§CSS∞CENTRAL\SERVICE\SYSTEM\GROUP∞セントラルサービスシステムグループ\CENTRAL SERVICE SYSTEM GROUP）
20230929,2305,スタジオアリス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2,5120001096533,5120001096533,大阪府大阪市北区梅田１丁目８番１７号,株式会社スタジオアリス,すたじおありす,2018-06-15T00:00:00+09:00,http://www.studio-alice.co.jp/,こども専門の写真館,4947,代表取締役社長　　牧野　俊介,商標 37件（アリスシッター / スタジオアリス ベビー\Studio Alice Baby / §L ove Baby∞ママのミカタ\PROJECT / ママのミカタPROJECT / マタニティラプスフォト 他）
20230929,2307,クロスキャット,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2,5010701002818,5010701002818,東京都港区港南１丁目２番７０号,株式会社クロスキャット,くろすきゃっと,2018-04-18T00:00:00+09:00,http://www.xcat.co.jp/,"独立系SIerとして培ってきたノウハウを基盤に、多彩な業種でシステム構築・運用を支援。
①システムソリューション：システム開発、ＩＴ基盤構築・運用
②コンサルティング：ＢＩビジネス（情報の最大活用を最優先に、導入から活用までトータルに支援）",511,代表取締役社長    山根  光則,商標 17件（CC-MicView / CC-Dash / §M∞B∞CC・BizMate / CC‐EasyRobo / CC‐HyperOCR 他）
20230929,2309,シミックホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2,1010701011418,1010701011418,東京都港区芝浦１丁目１番１号,シミックホールディングス株式会社,しみっくほーるでぃんぐす,2018-05-02T00:00:00+09:00,https://www.cmicgroup.com/,医薬関係情報の蒐集および提供,241,代表取締役CEO　中村　和男,特許 12件（熱中症予防装置、熱中症予防システム、熱中症予防方法およびプログラム / 肝型脂肪酸結合タンパク質を定量する方法、その定量用キット、腎疾患の検査方法、その検査キット及びコンパニオン診断薬 / 肝疾患の検査方法、その検査キット及びコンパニオン診断薬 / 被験者候補抽出方法および被験者候補抽出システム / 肝型脂肪酸結合蛋白質標品、該標品を評価する方法、該標品を用いる測定における肝型脂肪酸結合蛋白質に起因する測定値の変動幅を抑制する方法、肝型脂肪酸結合蛋白質、該蛋白質をコードするDNA、該DNAで形質転換された細胞、該蛋白質の製造方法、肝型脂肪酸結合蛋白質の検量線を作成する方法、及び該蛋白質を定量する方法 他）  商標 48件（小淵沢ゴルフアカデミーIKIGAI / IKIGAI CUP\イキガイカップ / §h∞harmo\おくすり手帳 / IKIGAI Concierge / IKIGAI Coordinator 他）
20230929,2311,エプコ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2,4011801000662,4011801000662,東京都墨田区太平４丁目１番３号,株式会社エプコ,えぷこ,2018-04-10T00:00:00+09:00,https://www.epco.co.jp/,住宅関連サービス業,443,代表取締役グル－プCEO    岩崎  辰之,特許 7件（電力アセット管理装置、電力アセット管理システム、および電力アセット管理方法 / 電力アセット管理システムおよび電力アセット管理方法 / 充電設備運用支援システムおよび充電設備運用支援方法 / 輸送業務支援システムおよび輸送業務支援方法 / 充放電制御システム、充放電制御方法、および充放電制御プログラム 他）  商標 7件（HCDs / 営業Bizデイリー / エネッズ\ENE's / 現場課長 / おうちあんしん24 他）
20230929,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-,7010701017566,7010701017566,東京都港区南青山５丁目１１番９号,株式会社ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,かいかでじたる,2021-11-04T00:00:00+09:00,,,379,代表取締役社長　鈴木　伸,
20230929,2317,システナ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1,6010401088867,6010401088867,東京都港区海岸１丁目２番２０号,株式会社システナ,しすてな,2018-06-25T00:00:00+09:00,http://www.systena.co.jp/,システナは、モバイル通信、金融系システム開発、IT関連の各種商材の販売、システム運用サービス及びOAアシスタント・ヘルプデスク業務等を展開する総合SIベンダーです。,4506,代表取締役社長　　三浦　賢治,商標 9件（WelTouch.Link / Palette.Link / CoCobox / EnnoVENT / TimeTapps 他）
20230929,2321,ソフトフロントホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-,4430001024067,4430001024067,東京都千代田区九段南１丁目４番５号,株式会社ソフトフロントホールディングス,そふとふろんとほーるでぃんぐす,2022-02-24T00:00:00+09:00,,,10,代表取締役社長　　二通　宏久,
